dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,ece_test,actual_dp_epsilon,dp_delta,dp_clip_norm,dp_noise_multiplier,lambda_epsd,epsd_ablation,model_sha256,prediction_sha256,normal_loss_ep1,epsd_kl_loss_ep1,total_loss_ep1,normal_loss_final,epsd_kl_loss_final,total_loss_final
Cora,GCN,early_stopping,"{""patience"": 15}",789,0.81,0.00144,0.0,0.8752,0.861,0.9875,0.027,0.094,0.0199,0.0521,0.0071,0.5425,0.55,0.0187,0.0561,0.1192,0.5568,0.5359,0.0039,0.0547,0.1148,0.5488,0.5523,0.0102,0.0719,0.1148,,,,,,,0.0218,,,,,0.0,none,93e21c61fc47e8d7ad14e5f2a48de6cf6d6335ccccd5911d842f4f19a1a8e420,2e79f37c847fbcaedf08e7f91263cffcfccf87c2a904e7e85427fa6c2b98a828,1.9577,0.0,1.9577,0.1255,0.0,0.1255
Cora,GCN,early_stopping,"{""patience"": 15}",1024,0.81,0.00144,0.0,0.8671,0.8583,0.9839,0.0324,0.1223,0.0191,0.049,0.0133,0.5902,0.5727,0.0106,0.0545,0.1496,0.5443,0.5164,0.0076,0.0411,0.131,0.5761,0.5598,0.0198,0.0724,0.131,,,,,,,0.0388,,,,,0.0,none,8db3c38ddfead974e379d0aeb9bb3acd89db37935778b401e1f772cf2d2ad7eb,da2eb64a6172f0797f6cdcb815687a2aa54546de930882daaa186ac268bc5f92,1.9539,0.0,1.9539,0.1127,0.0,0.1127
Cora,GCN,early_stopping,"{""patience"": 15}",2024,0.81,0.00144,0.0,0.89,0.8798,0.9846,0.0288,0.1035,0.0204,0.0547,0.0084,0.5742,0.5737,0.0181,0.0377,0.1459,0.559,0.5389,0.0038,0.0612,0.1194,0.5593,0.554,0.0144,0.0574,0.1149,,,,,,,0.0231,,,,,0.0,none,6dc28a3722f6645d52159d6baa7b09d39b4925041ad3e437c624519b053a9749,a7e6a787bf5ecb1067f3e015148174e90b2d12f085c880d1b4f363b37a8d822e,1.9442,0.0,1.9442,0.1136,0.0,0.1136
Cora,GCN,early_stopping,"{""patience"": 15}",3141,0.81,0.00144,0.0,0.8774,0.8641,0.9818,0.0301,0.115,0.0191,0.0535,0.011,0.561,0.5545,0.0063,0.0582,0.1238,0.56,0.5321,0.0124,0.0619,0.1338,0.5717,0.5576,0.0101,0.0487,0.1245,,,,,,,0.0385,,,,,0.0,none,cae17272edfa155126933e80ad5f23385a471cefbcdd225186540985a1879e29,5d80661db120cfc380815851cae06f9b9b9ee55027126af6ed08a71099587ae0,1.9459,0.0,1.9459,0.1034,0.0,0.1034
Cora,GCN,early_stopping,"{""patience"": 15}",5000,0.81,0.00144,0.0,0.873,0.8653,0.9816,0.0313,0.1069,0.0195,0.0527,0.0118,0.5396,0.5514,0.0063,0.0312,0.1194,0.5526,0.5296,0.0156,0.06,0.1137,0.5563,0.5526,0.0117,0.0662,0.1121,,,,,,,0.0354,,,,,0.0,none,c383e75ac9babfad212aee463ff66386a791e1fc00f105d5138b54aac2c7dc2f,1ca43bc2a508af898de0678d07216d11fdedf0a08f7a006b5330d3732764ee0f,1.9296,0.0,1.9296,0.1232,0.0,0.1232
Cora,GCN,early_stopping,"{""patience"": 15}",7777,0.81,0.00144,0.0,0.8671,0.8555,0.9829,0.0274,0.0948,0.0194,0.0553,0.008,0.5721,0.5592,0.0074,0.0544,0.1239,0.5644,0.5335,0.0075,0.061,0.1236,0.5653,0.5584,0.009,0.0588,0.1258,,,,,,,0.0329,,,,,0.0,none,f5ce809395e3a129fe96c16a9c5e3d32afe3b19c7ada91981eaa93b216330e4a,b15f4e95499798264be5776dc9bcb8226d3fb961a5b2218dce2e418362fd6d84,1.9319,0.0,1.9319,0.1092,0.0,0.1092
Cora,GCN,early_stopping,"{""patience"": 15}",9999,0.81,0.00144,0.0,0.884,0.8783,0.9839,0.0321,0.1106,0.02,0.0548,0.0121,0.5634,0.5532,0.0128,0.0495,0.146,0.5621,0.5316,0.0131,0.064,0.1373,0.5854,0.5598,0.0177,0.0849,0.1397,,,,,,,0.0275,,,,,0.0,none,32eec7b2344756c649f8b63eaa53d9bd65ac4204770932b485ec3ab2d93e97b8,bd57b3cd193693c3b396a7b5531901af1e632e422a4156c1c9736c3f54a446db,1.942,0.0,1.942,0.1108,0.0,0.1108
Cora,GCN,confidence_masking,"{""top_k"": 2}",42,0.81,0.00144,0.0,0.8685,0.8598,0.9686,0.029,0.1086,0.0196,0.0553,0.0093,0.5661,0.5482,0.0141,0.0829,0.1185,0.5518,0.5264,0.0086,0.0575,0.119,0.5633,0.5568,0.0093,0.0645,0.119,,,,,,,0.0657,,,,,0.0,none,bfab41eeac5b7c5f12d9c178b617532a734144cfb39e1d14d8ed0e14d3c492aa,8f793798f148cdd5041348fabb9b283f52f338f94cbef93acb2d7cf198eb08a6,1.9676,0.0,1.9676,0.1072,0.0,0.1072
Cora,GCN,confidence_masking,"{""top_k"": 2}",123,0.81,0.00144,0.0,0.87,0.8635,0.9653,0.028,0.1029,0.0215,0.0572,0.0065,0.5854,0.5601,0.0015,0.0479,0.1435,0.5556,0.5259,0.0023,0.0586,0.1317,0.5779,0.5651,0.0205,0.0624,0.1339,,,,,,,0.0556,,,,,0.0,none,2cbfdb2bd5c6a22c46002299da2b5d83ff92c6726b34ea06d57623d2da0a169a,be9a45d1a1e604573855e59b65ba164ca79a4f66234e4821eb875d4a26413460,1.9641,0.0,1.9641,0.1148,0.0,0.1148
Cora,GCN,confidence_masking,"{""top_k"": 2}",456,0.81,0.00144,0.0,0.8752,0.865,0.9681,0.033,0.1094,0.0175,0.0437,0.0155,0.5685,0.5626,0.0061,0.0426,0.1459,0.5524,0.5371,0.0068,0.0435,0.1193,0.5589,0.5548,0.0075,0.0473,0.123,,,,,,,0.0526,,,,,0.0,none,856ea1a0d46239df5244c4c095806df5b1fa7383df2c206afb41b97d77261960,a4f0ca6cd55d4e7309776100fec76804df7aa6461760af4df5da2c1fcd9bca6d,1.9655,0.0,1.9655,0.1237,0.0,0.1237
Cora,GCN,confidence_masking,"{""top_k"": 2}",789,0.81,0.00144,0.0,0.8752,0.861,0.9677,0.027,0.094,0.0199,0.0521,0.0071,0.5419,0.5563,0.0078,0.0607,0.113,0.5571,0.5367,0.0039,0.0523,0.1125,0.5514,0.5496,0.0094,0.0633,0.1125,,,,,,,0.0492,,,,,0.0,none,93e21c61fc47e8d7ad14e5f2a48de6cf6d6335ccccd5911d842f4f19a1a8e420,2e79f37c847fbcaedf08e7f91263cffcfccf87c2a904e7e85427fa6c2b98a828,1.9577,0.0,1.9577,0.1255,0.0,0.1255
Cora,GCN,confidence_masking,"{""top_k"": 2}",1024,0.81,0.00144,0.0,0.8671,0.8583,0.9584,0.0324,0.1223,0.0191,0.049,0.0133,0.5852,0.5743,0.0227,0.0605,0.1481,0.5456,0.5232,0.0091,0.0442,0.128,0.5777,0.5586,0.0107,0.0625,0.128,,,,,,,0.0609,,,,,0.0,none,8db3c38ddfead974e379d0aeb9bb3acd89db37935778b401e1f772cf2d2ad7eb,da2eb64a6172f0797f6cdcb815687a2aa54546de930882daaa186ac268bc5f92,1.9539,0.0,1.9539,0.1127,0.0,0.1127
Cora,GCN,confidence_masking,"{""top_k"": 2}",2024,0.81,0.00144,0.0,0.89,0.8798,0.9674,0.0288,0.1035,0.0204,0.0547,0.0084,0.5665,0.5601,0.0075,0.0724,0.1383,0.5575,0.5359,0.0045,0.0567,0.1141,0.5546,0.5503,0.0121,0.0582,0.1134,,,,,,,0.0399,,,,,0.0,none,6dc28a3722f6645d52159d6baa7b09d39b4925041ad3e437c624519b053a9749,a7e6a787bf5ecb1067f3e015148174e90b2d12f085c880d1b4f363b37a8d822e,1.9442,0.0,1.9442,0.1136,0.0,0.1136
Cora,GCN,confidence_masking,"{""top_k"": 2}",3141,0.81,0.00144,0.0,0.8774,0.8641,0.9655,0.0301,0.115,0.0191,0.0535,0.011,0.5486,0.5468,0.0079,0.044,0.1285,0.5572,0.529,0.0116,0.0634,0.1245,0.5722,0.5592,0.0155,0.0704,0.123,,,,,,,0.0579,,,,,0.0,none,cae17272edfa155126933e80ad5f23385a471cefbcdd225186540985a1879e29,5d80661db120cfc380815851cae06f9b9b9ee55027126af6ed08a71099587ae0,1.9459,0.0,1.9459,0.1034,0.0,0.1034
Cora,GCN,confidence_masking,"{""top_k"": 2}",5000,0.81,0.00144,0.0,0.873,0.8653,0.964,0.0313,0.1069,0.0195,0.0527,0.0118,0.5357,0.5537,0.0078,0.0484,0.1178,0.5526,0.5327,0.0156,0.06,0.1145,0.5555,0.553,0.0117,0.0444,0.1145,,,,,,,0.0556,,,,,0.0,none,c383e75ac9babfad212aee463ff66386a791e1fc00f105d5138b54aac2c7dc2f,1ca43bc2a508af898de0678d07216d11fdedf0a08f7a006b5330d3732764ee0f,1.9296,0.0,1.9296,0.1232,0.0,0.1232
Cora,GCN,confidence_masking,"{""top_k"": 2}",7777,0.81,0.00144,0.0,0.8671,0.8555,0.97,0.0274,0.0948,0.0194,0.0553,0.008,0.5507,0.5659,0.0162,0.0588,0.1304,0.5639,0.5298,0.0068,0.0558,0.1236,0.5591,0.5599,0.0211,0.0663,0.1236,,,,,,,0.0604,,,,,0.0,none,f5ce809395e3a129fe96c16a9c5e3d32afe3b19c7ada91981eaa93b216330e4a,b15f4e95499798264be5776dc9bcb8226d3fb961a5b2218dce2e418362fd6d84,1.9319,0.0,1.9319,0.1092,0.0,0.1092
Cora,GCN,confidence_masking,"{""top_k"": 2}",9999,0.81,0.00144,0.0,0.884,0.8783,0.9678,0.0321,0.1106,0.02,0.0548,0.0121,0.5867,0.5502,0.016,0.0783,0.1535,0.5611,0.5282,0.0139,0.0594,0.1258,0.5655,0.5583,0.0069,0.0579,0.1211,,,,,,,0.0413,,,,,0.0,none,32eec7b2344756c649f8b63eaa53d9bd65ac4204770932b485ec3ab2d93e97b8,bd57b3cd193693c3b396a7b5531901af1e632e422a4156c1c9736c3f54a446db,1.942,0.0,1.942,0.1108,0.0,0.1108
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",42,0.81,0.00144,0.0,0.8619,0.8483,0.979,0.0301,0.1046,0.0194,0.0515,0.0108,0.5728,0.5552,0.0125,0.0689,0.1315,0.5744,0.5389,0.0132,0.077,0.1337,0.5744,0.5564,0.0132,0.077,0.133,,,,,,,0.0476,,,,,0.0,none,08db4bc328a8f24d877d5fffdf8b3bc2d972b924046c75a140d97c15c6149ad7,7dfc78a240590a1682ab8dbe55aac7ac72df95d4dab99bf9bb2e4ee63331544d,1.9667,0.0,1.9667,0.1106,0.0,0.1106
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",123,0.81,0.00144,0.0,0.8641,0.8597,0.9748,0.0277,0.0988,0.022,0.0612,0.0057,0.5615,0.5578,0.017,0.0526,0.1432,0.5697,0.5327,0.0061,0.0586,0.1461,0.5696,0.5738,0.0053,0.0586,0.156,,,,,,,0.0473,,,,,0.0,none,c8b3df61bdc56cbb50f64b6303b2463b5ba79947ae338f51193f5ac75add3810,08119d7ff7a0f64d07552566b82f748c78ede135fea5aaee431a30d29f42e751,1.964,0.0,1.964,0.1047,0.0,0.1047
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",456,0.81,0.00144,0.0,0.8693,0.8592,0.9811,0.0333,0.1058,0.0181,0.0471,0.0152,0.5996,0.5761,0.0122,0.0623,0.1766,0.5752,0.5439,0.0075,0.0503,0.1545,0.5739,0.5739,0.0075,0.0495,0.1538,,,,,,,0.0289,,,,,0.0,none,703b74c1618028581272d889f3a3892f8d01f7520a071a16334f0f29ebbdc8ae,8b0c350859b2b288c15bf928c2802b4aa99208500c18026a0c449f3d5bd2a571,1.9675,0.0,1.9675,0.1053,0.0,0.1053
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",789,0.81,0.00144,0.0,0.8678,0.8548,0.9835,0.0269,0.0889,0.0199,0.0541,0.007,0.574,0.557,0.0125,0.0576,0.1288,0.5777,0.5531,0.0023,0.0594,0.1305,0.5472,0.5578,0.0063,0.0391,0.1234,,,,,,,0.0361,,,,,0.0,none,fc5922e135a1d1339a528a16a566f7263e5a5389bc220b5e07c6851b0d921f30,1312902d34df3d8ef1d44c279b29d3323b3353562b8d5db9b002b60ecf338390,1.9543,0.0,1.9543,0.1094,0.0,0.1094
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",1024,0.81,0.00144,0.0,0.856,0.849,0.9767,0.032,0.1156,0.0196,0.0535,0.0124,0.5807,0.5743,0.0045,0.056,0.1692,0.5659,0.5339,0.0107,0.048,0.1561,0.5657,0.5754,0.0107,0.0472,0.1584,,,,,,,0.0516,,,,,0.0,none,d4e8a577193e7620cb9424a8359475f43b6fa0a4e5bfc9587e73b46ed37a306e,fb22046a4a6c224cde17a246cbcf700ad905a206cf26a6a17e2902d592576ffc,1.9527,0.0,1.9527,0.0991,0.0,0.0991
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",2024,0.81,0.00144,0.0,0.8648,0.8504,0.9771,0.029,0.0999,0.0205,0.0531,0.0085,0.6054,0.5745,0.0196,0.0784,0.1683,0.5787,0.551,0.0068,0.0559,0.1474,0.5894,0.5688,0.0174,0.0582,0.1429,,,,,,,0.0379,,,,,0.0,none,50d85aafbe772e607da9af52435367d1f2b34213db61e804bc46de9b8d4abc85,7b2fd8c42f57ba964eaf02fcb75a41bc80dc331208ede75303b6fdd7d531f298,1.9457,0.0,1.9457,0.1086,0.0,0.1086
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",3141,0.81,0.00144,0.0,0.8722,0.8633,0.9766,0.0293,0.1129,0.0188,0.0521,0.0105,0.5775,0.5607,0.0252,0.0723,0.1512,0.5792,0.5391,0.0186,0.0603,0.1585,0.5806,0.5762,0.0186,0.0596,0.1578,,,,,,,0.047,,,,,0.0,none,beedd421fb348278fb2bc8f721279350c793f154eb26e0df49c81928b1abb486,c4831b1ab7f5d67420de66e94603e67e3b17760e683d698a5a95d7bda0268c43,1.9513,0.0,1.9513,0.0947,0.0,0.0947
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",5000,0.81,0.00144,0.0,0.8589,0.8523,0.9784,0.0297,0.0936,0.0195,0.0591,0.0103,0.5606,0.5545,0.0047,0.0516,0.1472,0.5679,0.5382,0.0202,0.06,0.1371,0.589,0.5565,0.0226,0.0888,0.1394,,,,,,,0.0468,,,,,0.0,none,0cfc90feac9e03f3430dd82332d6a34e79389b6854b03f05f94d8fcb6fdf4ceb,0499d6b2bd147f8c217051b33774dbc3d4768c0cd7a5946803dc394734beb0c3,1.9335,0.0,1.9335,0.1187,0.0,0.1187
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",7777,0.81,0.00144,0.0,0.8493,0.8364,0.9803,0.0269,0.088,0.0199,0.0602,0.007,0.5869,0.5697,0.0044,0.0647,0.1602,0.5821,0.5486,0.0113,0.0543,0.1507,0.583,0.5708,0.0113,0.0543,0.1515,,,,,,,0.0492,,,,,0.0,none,4303ef15403caa5dfbe4f39be41381b458586b25ebb22b09c15ea309076db546,b193ad02970ff30fef4e2a34896d73e3f084cd4d029e080aec66fcf5ec75233b,1.9305,0.0,1.9305,0.1116,0.0,0.1116
Cora,GCN,edge_sparsification,"{""rate"": 0.2}",9999,0.81,0.00144,0.0,0.8671,0.8576,0.9808,0.0311,0.0971,0.0201,0.0561,0.011,0.5826,0.5718,0.008,0.0415,0.1719,0.5817,0.5417,0.0123,0.0494,0.1605,0.5837,0.5779,0.0123,0.0494,0.1613,,,,,,,0.0241,,,,,0.0,none,16c32062306a02b01310cb182507d39086aed4a7f197f12a893af65780fa5bad,83d0cc70f8a244d1b08947e0273fc3fdd7d21dcee36c3ef2071973052d046cda,1.945,0.0,1.945,0.1176,0.0,0.1176
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.81,0.00144,0.0,0.87,0.8619,0.9823,0.0179,0.0552,0.0184,0.0519,-0.0005,0.558,0.5467,0.0156,0.0595,0.1126,0.5497,0.5257,0.0109,0.0645,0.1135,0.5575,0.5525,0.0101,0.0583,0.1151,,,,,,,0.0518,,,,,1.0,none,9625930675758f349f5bb007f7303b5d0a8400e05a20e79aac3d10d0da29b6d4,4abec21e20a1fd238d6929bd80028f0f66d5e98bef179cfa31e8f4d2d57bd44a,1.9676,0.0015,1.969,0.1098,0.0513,0.1611
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.81,0.00144,0.0,0.8685,0.8606,0.9809,0.0179,0.0536,0.0202,0.0532,-0.0023,0.5793,0.5495,0.0108,0.0526,0.1417,0.5597,0.5312,0.0053,0.0548,0.1233,0.5663,0.5575,0.0091,0.0533,0.1248,,,,,,,0.0425,,,,,1.0,none,7c982b9c705b5e8f2b1518cc567938e6abd71f9558439b2c4cbcdfa3e6de3f2e,9b1d4a4b65f3c4120d4c21a82a12a195e2b1c2fe3035fc0486894c2e3bdbd6f9,1.9641,0.0016,1.9657,0.1081,0.0508,0.1589
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.81,0.00144,0.0,0.8818,0.8733,0.9848,0.0203,0.0536,0.0164,0.0419,0.0039,0.5518,0.5514,0.0106,0.0426,0.1369,0.5515,0.5326,0.0068,0.042,0.1118,0.5514,0.5446,0.012,0.0578,0.1118,,,,,,,0.0291,,,,,1.0,none,f5dc0a821d57115cf94e5c1ad016b2a94eb9f5b69491b639a756198633c75d67,d8e506ce3d768588f91837b80a373fd1fc9e2c8a32c547cba5d02b808f1adace,1.9655,0.0015,1.9669,0.1194,0.052,0.1714
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.81,0.00144,0.0,0.8796,0.8664,0.9873,0.018,0.0529,0.0186,0.0498,-0.0006,0.5365,0.5437,0.0202,0.0358,0.0977,0.5571,0.5437,0.0039,0.0563,0.1023,0.5417,0.5465,0.0133,0.0633,0.1039,,,,,,,0.0229,,,,,1.0,none,d4fe9e68ec96935d28cdb724703ace672c933e6e03fc6ea930bbd5d2ea362b70,a41702d53265aaa288a60da59a9ee70d02ca31a80ead540cc2fd9607ee7a4f10,1.9577,0.0014,1.959,0.1176,0.0525,0.1701
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",1024,0.81,0.00144,0.0,0.8634,0.8557,0.9842,0.0197,0.0579,0.0185,0.0494,0.0011,0.5688,0.5628,0.0121,0.0514,0.1311,0.5446,0.5209,0.0084,0.0381,0.1196,0.5656,0.5522,0.0137,0.0632,0.1181,,,,,,,0.0453,,,,,1.0,none,153e1f453ba9f3fbcaf1a08cb6a88749956dcd87273d8279e47d4d6e202d2ca3,5358e9cf6af8d63e8adbb8bfb4251e972a628f9d0156e42e648a6bf31cc77c07,1.9539,0.0015,1.9554,0.1117,0.0557,0.1674
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",2024,0.81,0.00144,0.0,0.8929,0.8824,0.9834,0.0183,0.0508,0.0196,0.0525,-0.0013,0.5735,0.5608,0.006,0.0649,0.1303,0.5574,0.5382,0.003,0.0529,0.1043,0.5499,0.5469,0.0121,0.0544,0.1036,,,,,,,0.0311,,,,,1.0,none,0f97c5db987b4726fc92de00468eaf6d9615483bced5004c9435c1776a69dd03,80a9203a0e77f472115c8261a53c324053d3140e55bd40742dcba41038ae1e77,1.9442,0.0014,1.9456,0.1109,0.0474,0.1582
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",3141,0.81,0.00144,0.0,0.8767,0.8643,0.9823,0.018,0.0518,0.018,0.0524,-0.0001,0.5552,0.5437,0.0094,0.066,0.1133,0.5608,0.5344,0.0131,0.0619,0.116,0.5515,0.553,0.0101,0.0464,0.1114,,,,,,,0.0379,,,,,1.0,none,5fd9243d1d5b30c10127d77cf9a629ce8690e126312bbe7dbf34d038f7eef06c,ab0e6d85b50fdf36574d22d03e2d44d3776aed769a37c6bb52cd9ecb8edd5455,1.9459,0.0016,1.9475,0.1045,0.0503,0.1548
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",5000,0.81,0.00144,0.0,0.8804,0.8746,0.9823,0.0193,0.0542,0.0184,0.0499,0.0009,0.5419,0.5452,0.0,0.0437,0.1068,0.5514,0.53,0.0164,0.0631,0.109,0.5457,0.5479,0.0164,0.0732,0.1098,,,,,,,0.0359,,,,,1.0,none,d4a3b731547e8d51330317a1288db2828b7fb8efebc13a4fca01a173da912b11,28eca7042186be96e655fdc2bc8a9abf1e9f7e6a2585b2b03390b42825c98a4c,1.9296,0.0017,1.9313,0.1217,0.0484,0.1702
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",7777,0.81,0.00144,0.0,0.8671,0.8572,0.9828,0.0177,0.0488,0.0187,0.0544,-0.001,0.551,0.5569,0.0147,0.0426,0.1243,0.5651,0.5381,0.0075,0.0648,0.1221,0.5656,0.5561,0.0053,0.0558,0.1213,,,,,,,0.0429,,,,,1.0,none,70dc9d37cf071c7e7baaee74814a2343a0accf3c6f45524cc395fd61033ba20b,f270397ea89bd7a7e2f3f79dab0398fd02d86a217a15315f3aed2a3d7d39d220,1.9319,0.0017,1.9335,0.1115,0.0516,0.1631
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",9999,0.81,0.00144,0.0,0.8811,0.8743,0.9838,0.0194,0.0541,0.0186,0.0528,0.0008,0.566,0.5548,0.0112,0.0367,0.1363,0.5624,0.5255,0.0139,0.0517,0.1258,0.5695,0.5552,0.0108,0.061,0.1227,,,,,,,0.0277,,,,,1.0,none,fffb7b54342bc9f65a5547eb46ba849f295bd1025159fa3d82b3999b805f3803,42a348a145ecdf2d2bf821a3fa234de61d892a8e200db7f2874de41f23b3cf70,1.942,0.0019,1.9439,0.1148,0.0501,0.1649
Cora,GraphSAGE,none,{},42,0.81,0.00144,0.0,0.8796,0.8751,0.9808,0.1336,0.3866,0.0845,0.2072,0.0491,0.6142,0.6182,0.0078,0.0657,0.2561,0.6151,0.5622,0.0062,0.0443,0.2659,0.6151,0.6287,0.007,0.0443,0.2659,,,,,,,0.0588,,,,,0.0,none,232c808bd463be74fd33d263392866b39996ee4b9075a4e57f7cd6c0f539883f,26cc6c96b7c458d6f6eb15be8211f0446b177cb5a2019dcc698544abc3fd407e,1.9441,0.0,1.9441,0.0202,0.0,0.0202
Cora,GraphSAGE,none,{},123,0.81,0.00144,0.0,0.8781,0.8698,0.9816,0.1207,0.3774,0.0859,0.2128,0.0348,0.6165,0.6088,0.0108,0.0495,0.2388,0.62,0.5731,0.0114,0.0479,0.2595,0.6199,0.6233,0.0122,0.0479,0.2572,,,,,,,0.0593,,,,,0.0,none,111c6029b063fcf50bb6153f8f8bca6be964d1af1a6b9b359e49fadd8b133970,71ef51bb175d2500ce4682c6db806493ad4aa810132474fc416e2ea075de6f8c,1.9426,0.0,1.9426,0.0246,0.0,0.0246
Cora,GraphSAGE,none,{},456,0.81,0.00144,0.0,0.8855,0.8767,0.9864,0.1471,0.4222,0.0925,0.2174,0.0546,0.6353,0.6287,0.0137,0.0729,0.2756,0.6259,0.5686,0.0135,0.0675,0.2558,0.6258,0.6212,0.0135,0.0675,0.2543,,,,,,,0.0414,,,,,0.0,none,26ff2f77143e9680529bd3f25e06f2082da815175069435928b19c7f8131bffb,f21952f7281a7626050fcc7c8fc805b1334ad401a4e1e27c3638e40ae81126c7,1.9446,0.0,1.9446,0.0274,0.0,0.0274
Cora,GraphSAGE,none,{},789,0.81,0.00144,0.0,0.8818,0.8671,0.9877,0.1502,0.4483,0.1018,0.2328,0.0484,0.6397,0.6266,0.0187,0.0841,0.2669,0.6323,0.5734,0.0148,0.0719,0.2602,0.6318,0.6238,0.0164,0.0711,0.2531,,,,,,,0.0435,,,,,0.0,none,3aaf9eac7438fbd896a9e31b6e996cc88a8ca8da65966be957ec4c60b4d55661,f93485bffb2570aae6ac4497416a09c4a8ada89c7d271c5f43563cb1c7f142d0,1.9348,0.0,1.9348,0.0232,0.0,0.0232
Cora,GraphSAGE,none,{},1024,0.81,0.00144,0.0,0.873,0.8577,0.9839,0.1385,0.4343,0.0922,0.2152,0.0464,0.6469,0.6504,0.0197,0.0787,0.3183,0.6279,0.5628,0.0198,0.0724,0.2932,0.6279,0.642,0.0198,0.0716,0.2894,,,,,,,0.0518,,,,,0.0,none,88c7edd53d9d01a048a45f9131d5aaeb24e723b222fdf27d446095c4219c5228,d6cff3dfc779d532b6eaa94a3a0e9b18add1b4db71e27bed8e38310e5b353083,1.9417,0.0,1.9417,0.025,0.0,0.025
Cora,GraphSAGE,none,{},2024,0.81,0.00144,0.0,0.884,0.8726,0.9837,0.1404,0.4206,0.1039,0.2458,0.0365,0.6362,0.6395,0.0166,0.0664,0.2897,0.6327,0.5745,0.0144,0.0627,0.2902,0.6322,0.6429,0.0166,0.0642,0.2865,,,,,,,0.045,,,,,0.0,none,e5546cb1f37b81af1ae969caeba440f200d9d078ef9f57cccb7230042d750d85,9bc1e0983fa25a3bacb9c9b17d972f31858a56f67002f88ae7bcb7781f490b81,1.9534,0.0,1.9534,0.022,0.0,0.022
Cora,GraphSAGE,none,{},3141,0.81,0.00144,0.0,0.8855,0.8758,0.9829,0.139,0.4306,0.0951,0.2457,0.0439,0.6082,0.611,0.0173,0.0519,0.2452,0.6111,0.5599,0.0139,0.0534,0.2552,0.611,0.623,0.0139,0.0534,0.2521,,,,,,,0.0542,,,,,0.0,none,8f5ee5325bf6fcb3c6dbca20b6579af376ea020c62669978ad0b1f8e46c29e60,6cf46d30b5247c331e75b9b9558b0183f43164471edfe84331d155b9b5aaf093,1.9533,0.0,1.9533,0.0227,0.0,0.0227
Cora,GraphSAGE,none,{},5000,0.81,0.00144,0.0,0.8818,0.8747,0.9843,0.1442,0.411,0.109,0.2675,0.0352,0.6421,0.6238,0.0078,0.075,0.2667,0.6278,0.5701,0.0086,0.0818,0.257,0.6274,0.6219,0.0086,0.0833,0.2562,,,,,,,0.0506,,,,,0.0,none,ed94cebe99022e32d14b38caba716a79b44729c95018b9cbe0a60572053b1253,9dd65dc89d2a1c1714255ea9675fa1f319d04a0551c4c68bbb8e69dd480c0d53,1.9458,0.0,1.9458,0.0231,0.0,0.0231
Cora,GraphSAGE,none,{},7777,0.81,0.00144,0.0,0.8781,0.868,0.9834,0.1379,0.4223,0.1011,0.2241,0.0368,0.6552,0.6451,0.0191,0.0794,0.2869,0.6416,0.5787,0.0128,0.0603,0.2811,0.6416,0.6375,0.0128,0.0603,0.2758,,,,,,,0.0417,,,,,0.0,none,79d711f9a67eb23e22092ff2d219b9ccf46841f780642f4dd6b99b48ef563c58,86bd8bbea256c14e49300cef800b2481f730614bdbe8723c802db72d0bd5bd58,1.9472,0.0,1.9472,0.0255,0.0,0.0255
