dataset,model,defense,defense_params,n_seeds,test_accuracy,test_f1,shadow_attack_auc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,conf_attack_auc,conf_attack_tpr01,label_only_attack_auc,label_only_attack_tpr01,test_accuracy_p_val,test_accuracy_fdr_q_val,test_f1_p_val,test_f1_fdr_q_val,shadow_attack_auc_p_val,shadow_attack_auc_fdr_q_val,shadow_attack_tpr01_p_val,shadow_attack_tpr01_fdr_q_val,shadow_attack_tpr05_p_val,shadow_attack_tpr05_fdr_q_val,shadow_attack_adv_p_val,shadow_attack_adv_fdr_q_val,conf_attack_auc_p_val,conf_attack_auc_fdr_q_val,conf_attack_tpr01_p_val,conf_attack_tpr01_fdr_q_val,label_only_attack_auc_p_val,label_only_attack_auc_fdr_q_val,label_only_attack_tpr01_p_val,label_only_attack_tpr01_fdr_q_val
synthetic_high_medium,GCN,edge_sparsification,"{""rate"": 0.05}",10,"0.9800 (0.9720, 0.9870)","0.9797 (0.9723, 0.9872)","0.5394 (0.5204, 0.5644)","0.0131 (0.0038, 0.0244)","0.0738 (0.0569, 0.0925)","0.1194 (0.0956, 0.1451)","0.5273 (0.4940, 0.5581)","0.0079 (0.0000, 0.0200)","0.5435 (0.5143, 0.5740)","0.0000 (0.0000, 0.0000)",0.2788729992489172,0.454164598776808,0.30609286858884144,0.47154847323145843,0.0010317475207676707,0.0025113854381476636,0.41420235314206205,0.7242756230919856,0.39461697620557745,0.6734224485247354,0.059605006150959504,0.09085423267670527,0.9894284220026751,0.9907936571576648,0.3434363961379132,0.6396723883537412,0.4509619216261782,0.5949665688681511,,
synthetic_high_medium,GCN,edge_sparsification,"{""rate"": 0.1}",10,"0.9760 (0.9655, 0.9840)","0.9757 (0.9654, 0.9840)","0.5408 (0.5223, 0.5635)","0.0131 (0.0056, 0.0206)","0.0837 (0.0650, 0.1062)","0.1256 (0.1031, 0.1506)","0.5302 (0.4938, 0.5660)","0.0090 (0.0024, 0.0183)","0.5408 (0.5177, 0.5630)","0.0000 (0.0000, 0.0000)",0.46415789574706257,0.6106346232653427,0.4784311649656653,0.6142021712397054,0.0011498587184133786,0.002777351058321545,0.26481470284659403,0.6054981460200438,0.13209528439217952,0.35150779067071497,0.03865305533593032,0.06129827967415211,0.6457193757319092,0.7267235984939766,0.543713400562582,0.7700556306610323,0.5596012984649292,0.6758261835307222,,
synthetic_high_medium,GCN,edge_sparsification,"{""rate"": 0.2}",10,"0.9710 (0.9580, 0.9805)","0.9708 (0.9577, 0.9815)","0.5563 (0.5314, 0.5818)","0.0181 (0.0088, 0.0312)","0.0831 (0.0613, 0.1087)","0.1363 (0.1150, 0.1638)","0.5383 (0.5009, 0.5754)","0.0138 (0.0078, 0.0191)","0.5478 (0.5283, 0.5666)","0.0000 (0.0000, 0.0000)",0.1290054698482852,0.2589194289208541,0.14883181581236649,0.28278045004349633,0.00031381110064255407,0.0009040062899244218,0.6989183546885045,0.857888019676478,0.20238537111699736,0.48510692008196316,0.009518295199998533,0.01822405300487524,0.17675393491879685,0.26364502679824864,0.5713185999649554,0.79831572227246,0.28756746004313527,0.4299818212073546,,
synthetic_high_medium,GCN,edge_sparsification,"{""rate"": 0.3}",10,"0.9585 (0.9430, 0.9720)","0.9583 (0.9419, 0.9731)","0.5641 (0.5414, 0.5860)","0.0181 (0.0100, 0.0275)","0.0788 (0.0600, 0.0994)","0.1500 (0.1287, 0.1781)","0.5537 (0.5283, 0.5827)","0.0151 (0.0062, 0.0257)","0.5419 (0.5311, 0.5526)","0.0006 (0.0000, 0.0019)",0.01275562147528479,0.0484713616060822,0.016219157310232345,0.05851214979007871,0.004246371153197552,0.009195589945545046,0.8161139460744331,0.9188621047528689,0.43706175074560366,0.7147780715318727,0.002858083871484234,0.006105022691469724,0.003662128553022977,0.009199266925193718,0.4139638878445069,0.6924401234901142,0.5125320918901072,0.6437403074139746,0.34343639613791355,0.8522161625522906
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.01}",10,"0.9780 (0.9695, 0.9860)","0.9778 (0.9694, 0.9867)","0.5303 (0.5119, 0.5533)","0.0169 (0.0075, 0.0275)","0.0706 (0.0525, 0.0900)","0.1069 (0.0838, 0.1344)","0.5287 (0.5019, 0.5565)","0.0078 (0.0012, 0.0161)","0.5346 (0.5161, 0.5542)","0.0000 (0.0000, 0.0000)",0.5910512317836047,0.6989610002420222,0.5504054820567513,0.6761446654576472,0.6014772834917672,0.6769314229979029,0.3227658295102784,0.6589208148677645,0.7751337179826557,0.8903110381890156,0.647678859665562,0.7092389716561452,0.6555725581567386,0.7348550396858196,0.1680144893896291,0.4533494411978785,0.8297594672113028,0.8823308029863234,,
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",10,"0.9780 (0.9695, 0.9860)","0.9778 (0.9695, 0.9861)","0.5299 (0.5117, 0.5513)","0.0175 (0.0075, 0.0269)","0.0700 (0.0512, 0.0912)","0.1075 (0.0869, 0.1337)","0.5279 (0.4994, 0.5529)","0.0078 (0.0012, 0.0162)","0.5343 (0.5159, 0.5574)","0.0000 (0.0000, 0.0000)",0.34343639613791355,0.5071470098409604,0.2812858952599072,0.4453891600393362,0.3069890837917295,0.3924568097052501,0.42257303047201766,0.7270267101872337,0.8660299864768187,0.950655982456956,0.7821515943451524,0.8269212142234944,0.8617827098248744,0.8990025610797694,0.1680144893896291,0.4533494411978785,0.8443628945341002,0.8919895295665363,,
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",10,"0.9775 (0.9690, 0.9860)","0.9774 (0.9682, 0.9850)","0.5287 (0.5108, 0.5512)","0.0138 (0.0050, 0.0244)","0.0738 (0.0544, 0.0931)","0.1069 (0.0819, 0.1338)","0.5275 (0.5000, 0.5545)","0.0092 (0.0012, 0.0201)","0.5342 (0.5138, 0.5563)","0.0000 (0.0000, 0.0000)",0.34343639613791355,0.5071470098409604,0.3744848469715773,0.5309859770492514,0.06879660524488707,0.11021496962701295,0.16846489368376785,0.5019095327971383,0.3878899630019368,0.6734224485247354,0.6482534549850755,0.7092389716561452,0.9723200968883896,0.9848661626546914,0.3434363961379132,0.6396723883537412,0.8695868775329969,0.9101675984845368,,
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",10,"0.9805 (0.9735, 0.9870)","0.9804 (0.9731, 0.9869)","0.5242 (0.5072, 0.5462)","0.0119 (0.0038, 0.0200)","0.0687 (0.0506, 0.0894)","0.0944 (0.0756, 0.1169)","0.5241 (0.4995, 0.5506)","0.0105 (0.0025, 0.0215)","0.5285 (0.5110, 0.5481)","0.0000 (0.0000, 0.0000)",0.16785065605707503,0.31063270763809336,0.1467387905826828,0.280674867893051,0.002016592187434683,0.0046559554915771365,0.0834693757848273,0.3578622469402542,0.9977326269097566,0.9991355865245559,0.0016001813566915654,0.003694536367655526,0.38923292315387104,0.5109048326925126,0.9919289841880015,0.9983706657123641,0.7157353896632641,0.7997759431589619,,
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",10,"0.9795 (0.9725, 0.9860)","0.9794 (0.9732, 0.9860)","0.5162 (0.4989, 0.5357)","0.0106 (0.0050, 0.0169)","0.0688 (0.0537, 0.0832)","0.0850 (0.0656, 0.1081)","0.5157 (0.4910, 0.5425)","0.0145 (0.0025, 0.0338)","0.5208 (0.5039, 0.5402)","0.0000 (0.0000, 0.0000)",0.5086464915963445,0.6425651866069595,0.4680605275739366,0.6091198646510134,1.253285389694675e-05,6.347284070389161e-05,0.16474166165602458,0.5006227194013174,0.999135586524556,0.9991355865245559,4.05722502651113e-05,0.0001516629355148208,0.03806242345065395,0.07423354635717602,0.42547249209874066,0.6975039706386911,0.2015525682073278,0.33485453130741233,,
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 10.0}",10,"0.9780 (0.9720, 0.9825)","0.9779 (0.9728, 0.9829)","0.5104 (0.4907, 0.5302)","0.0150 (0.0094, 0.0206)","0.0650 (0.0494, 0.0812)","0.0738 (0.0525, 0.0975)","0.4860 (0.4604, 0.5161)","0.0051 (0.0000, 0.0114)","0.5195 (0.5033, 0.5397)","0.0000 (0.0000, 0.0000)",0.872288363084034,0.9139786157314327,0.9112774462104389,0.9342232811869609,0.0030468118769309393,0.006833563781116535,0.4434904351510202,0.7270267101872337,0.6319983591898225,0.8200309288661334,0.0017327460926377357,0.0039426251673061515,0.03359187008786959,0.06718374017573918,0.21056703396165782,0.5189565482677079,0.21391212055092496,0.3444533633486689,,
synthetic_high_medium,GCN,epsd_tuned,"{""lambda_epsd"": 3.0}",10,"0.9780 (0.9710, 0.9845)","0.9780 (0.9711, 0.9846)","0.5077 (0.4909, 0.5266)","0.0119 (0.0063, 0.0181)","0.0644 (0.0538, 0.0763)","0.0756 (0.0544, 0.1013)","0.5079 (0.4821, 0.5339)","0.0102 (0.0025, 0.0196)","0.5117 (0.4962, 0.5289)","0.0000 (0.0000, 0.0000)",0.7976245209721028,0.8545977010415388,0.8974221580888618,0.9233404875643525,1.9404967265117804e-06,1.2694082752597896e-05,0.27469883940845435,0.6054981460200438,0.5323127693316281,0.7454157930783891,4.787659521524515e-05,0.00017279598732858594,0.06197617848030633,0.11447364731068346,0.954235772013575,0.9877886458494486,0.08435706914264823,0.17166217966530972,,
synthetic_high_medium,GCN,label_smoothing,"{""alpha"": 0.01}",10,"0.9775 (0.9705, 0.9845)","0.9775 (0.9708, 0.9847)","0.5397 (0.5186, 0.5629)","0.0169 (0.0075, 0.0269)","0.0656 (0.0444, 0.0875)","0.1213 (0.1013, 0.1425)","0.5343 (0.5066, 0.5661)","0.0142 (0.0039, 0.0257)","0.5383 (0.5109, 0.5617)","0.0000 (0.0000, 0.0000)",0.34343639613791355,0.5071470098409604,0.4856516269997666,0.620675846165621,0.02955684311619192,0.05213959965440597,0.5746670813311267,0.8219785504397685,0.7787526630613787,0.8903110381890156,0.027473707345762665,0.04663104922469988,0.003316284952240419,0.008522421793767547,0.5366353663421003,0.767596849063765,0.2618593604935616,0.40305803526950174,,
synthetic_high_medium,GCN,label_smoothing,"{""alpha"": 0.05}",10,"0.9745 (0.9670, 0.9815)","0.9743 (0.9671, 0.9814)","0.5755 (0.5582, 0.5916)","0.0181 (0.0082, 0.0325)","0.0544 (0.0412, 0.0675)","0.1663 (0.1437, 0.1894)","0.5482 (0.5209, 0.5767)","0.0078 (0.0024, 0.0153)","0.5438 (0.5237, 0.5642)","0.0000 (0.0000, 0.0000)",0.02236718968057209,0.0730113933662745,0.02401144976168757,0.07520069430858195,0.0008772992202916471,0.0022428242817128944,0.8685852148947053,0.9374730078001474,0.3740342035464173,0.6635409034665256,0.0006057999710167475,0.0015591900893381864,0.0012100173448238872,0.0037879913486709243,0.6059750481235971,0.8121608660130945,0.12848487245712614,0.23872337249430536,,
synthetic_high_medium,GCN,label_smoothing,"{""alpha"": 0.1}",10,"0.9740 (0.9675, 0.9810)","0.9739 (0.9673, 0.9805)","0.6044 (0.5924, 0.6193)","0.0181 (0.0094, 0.0269)","0.0831 (0.0688, 0.0975)","0.1906 (0.1681, 0.2138)","0.5532 (0.5231, 0.5812)","0.0103 (0.0026, 0.0191)","0.5460 (0.5278, 0.5629)","0.0000 (0.0000, 0.0000)",0.054274413497388395,0.13688679510403268,0.06801906083248581,0.17308421729695048,1.4774254456616147e-05,7.248618592777297e-05,0.8194524226521464,0.9193140082083219,0.3619957500097626,0.6532566982934795,5.141650907036631e-05,0.0001834634528192616,0.00029893096750857243,0.0011308954674420692,0.9781269325520362,0.9940056165220368,0.05710423357330749,0.12993282131897502,,
synthetic_high_medium,GCN,label_smoothing,"{""alpha"": 0.2}",10,"0.9730 (0.9665, 0.9800)","0.9730 (0.9665, 0.9797)","0.6420 (0.6304, 0.6531)","0.0237 (0.0163, 0.0312)","0.0825 (0.0594, 0.1062)","0.2481 (0.2275, 0.2657)","0.5736 (0.5460, 0.6017)","0.0111 (0.0013, 0.0235)","0.5493 (0.5289, 0.5688)","0.0031 (0.0000, 0.0094)",0.07507983017249281,0.17831459665967042,0.10343058354833233,0.23191793074314723,8.833430794719636e-06,4.86613556059994e-05,0.6217388085880768,0.8325450100883367,0.46475964281426435,0.734172782254382,1.3267183359350505e-06,8.331791149672117e-06,0.0012632561278941381,0.0038377034788451233,0.9535438229264528,0.9877886458494486,0.07125471657716882,0.15430331727745525,0.3434363961379132,0.8522161625522906
synthetic_high_medium,GCN,none,{},10,"0.9785 (0.9705, 0.9870)","0.9783 (0.9699, 0.9866)","0.5308 (0.5117, 0.5529)","0.0200 (0.0088, 0.0319)","0.0688 (0.0488, 0.0894)","0.1088 (0.0863, 0.1344)","0.5274 (0.4985, 0.5553)","0.0105 (0.0024, 0.0228)","0.5325 (0.5079, 0.5516)","0.0000 (0.0000, 0.0000)",,,,,,,,,,,,,,,,,,,,
synthetic_high_medium,GraphSAGE,dp_sgd,"{""noise_multiplier"": 0.5}",10,"0.9705 (0.9580, 0.9785)","0.9704 (0.9589, 0.9781)","0.5572 (0.5202, 0.5899)","0.0006 (0.0000, 0.0019)","0.0406 (0.0125, 0.0738)","0.1456 (0.1050, 0.1869)","0.5403 (0.5031, 0.5752)","0.0000 (0.0000, 0.0000)","0.5578 (0.5372, 0.5830)","0.0113 (0.0037, 0.0200)",0.0007204913385455196,0.005703889763485364,0.0007026239765994465,0.005721366666595493,0.0009696516143414296,0.0023974063535685737,0.008414285138351374,0.14121900276382301,0.04012868510020369,0.1880657779322979,0.0001770260619883126,0.0005503582521220807,0.003249435657394569,0.008502689970182454,0.06261236397344991,0.3399603377447811,0.008039569439745774,0.027144352732044876,0.6020545165015018,0.909267097879788
synthetic_high_medium,GraphSAGE,dp_sgd,"{""noise_multiplier"": 1.0}",10,"0.9705 (0.9585, 0.9780)","0.9704 (0.9585, 0.9782)","0.5572 (0.5223, 0.5918)","0.0006 (0.0000, 0.0019)","0.0406 (0.0125, 0.0719)","0.1456 (0.1056, 0.1875)","0.5403 (0.5017, 0.5751)","0.0000 (0.0000, 0.0000)","0.5578 (0.5374, 0.5820)","0.0113 (0.0038, 0.0206)",0.0007204913385455196,0.005703889763485364,0.0007026239765994465,0.005721366666595493,0.0009696516143414296,0.0023974063535685737,0.008414285138351374,0.14121900276382301,0.04012868510020369,0.1880657779322979,0.0001770260619883126,0.0005503582521220807,0.003249435657394569,0.008502689970182454,0.06261236397344991,0.3399603377447811,0.008039569439745774,0.027144352732044876,0.6020545165015018,0.909267097879788
synthetic_high_medium,GraphSAGE,dp_sgd,"{""noise_multiplier"": 2.0}",10,"0.9705 (0.9590, 0.9785)","0.9704 (0.9587, 0.9783)","0.5572 (0.5213, 0.5892)","0.0006 (0.0000, 0.0019)","0.0406 (0.0125, 0.0719)","0.1456 (0.1062, 0.1875)","0.5403 (0.5025, 0.5755)","0.0000 (0.0000, 0.0000)","0.5578 (0.5361, 0.5839)","0.0113 (0.0031, 0.0206)",0.0007204913385455196,0.005703889763485364,0.0007026239765994465,0.005721366666595493,0.0009696516143414296,0.0023974063535685737,0.008414285138351374,0.14121900276382301,0.04012868510020369,0.1880657779322979,0.0001770260619883126,0.0005503582521220807,0.003249435657394569,0.008502689970182454,0.06261236397344991,0.3399603377447811,0.008039569439745774,0.027144352732044876,0.6020545165015018,0.909267097879788
synthetic_high_medium,GraphSAGE,dropedge,"{""rate"": 0.1}",10,"0.9745 (0.9660, 0.9815)","0.9740 (0.9659, 0.9813)","0.6572 (0.6302, 0.6823)","0.0187 (0.0112, 0.0275)","0.0906 (0.0700, 0.1156)","0.2962 (0.2537, 0.3462)","0.6488 (0.6208, 0.6791)","0.0146 (0.0052, 0.0292)","0.6149 (0.5892, 0.6407)","0.0162 (0.0081, 0.0244)",0.11993750720434354,0.24769702574810082,0.09648388938679078,0.2217573264131885,0.0029955217589891126,0.006766862103040153,0.10673094097610225,0.4062590695125391,0.8984559271950594,0.9595753780246552,0.015486185278237669,0.027628762371401296,0.00487688486918969,0.01177955268404279,0.7556241421929977,0.8891366785955198,0.07834228338201692,0.16621268231049535,0.8012410473072513,0.9598547859145484
synthetic_high_medium,GraphSAGE,dropedge,"{""rate"": 0.2}",10,"0.9715 (0.9620, 0.9805)","0.9710 (0.9609, 0.9797)","0.6756 (0.6516, 0.6989)","0.0219 (0.0138, 0.0312)","0.1013 (0.0756, 0.1381)","0.3275 (0.2832, 0.3725)","0.6663 (0.6399, 0.6912)","0.0122 (0.0048, 0.0202)","0.6217 (0.6010, 0.6421)","0.0225 (0.0131, 0.0356)",0.0710078608456645,0.1729678661625161,0.05962280898293219,0.15715253580285132,7.205857847612766e-05,0.00026007349013223085,0.06160271978699316,0.3268076490394722,0.22847087348089007,0.5267791656605002,0.0003659610884651322,0.0010068316295947961,0.0002182422407382722,0.0009239458671090545,0.537072555734711,0.767596849063765,0.0343023399294989,0.08686237691824722,0.38381014003126124,0.8522161625522906
synthetic_high_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",10,"0.9685 (0.9595, 0.9770)","0.9682 (0.9592, 0.9766)","0.6978 (0.6727, 0.7208)","0.0313 (0.0150, 0.0457)","0.1050 (0.0731, 0.1475)","0.3613 (0.3294, 0.3944)","0.6868 (0.6657, 0.7054)","0.0157 (0.0037, 0.0313)","0.6344 (0.6174, 0.6520)","0.0106 (0.0044, 0.0188)",0.017221821969477923,0.05913517182290612,0.014790573009115904,0.05546464878418464,2.3790454190416455e-05,0.00010853388655733312,0.021933472303806028,0.195119585513664,0.3506948693216848,0.6506075654235418,2.0700529513555177e-05,8.666621689675101e-05,3.950177367132179e-06,3.264093929682906e-05,1.0,1.0,0.005662131205365018,0.02091657880570136,0.6189910660668301,0.9102168949389025
synthetic_high_medium,GraphSAGE,dropedge,"{""rate"": 0.5}",10,"0.9490 (0.9345, 0.9635)","0.9491 (0.9357, 0.9621)","0.7286 (0.7038, 0.7528)","0.0269 (0.0156, 0.0425)","0.1219 (0.0894, 0.1606)","0.3981 (0.3675, 0.4294)","0.7252 (0.7041, 0.7449)","0.0192 (0.0048, 0.0433)","0.6514 (0.6321, 0.6711)","0.0287 (0.0138, 0.0450)",0.0005588068823108919,0.005137418111567877,0.00043652219118383716,0.004289959465082537,5.315732563313609e-06,3.2098846632316794e-05,0.04134995464611345,0.2527205468945576,0.0495800033034679,0.21926931038435102,9.062576617247067e-06,4.065212939736542e-05,1.0517547074805836e-06,1.179467779103226e-05,0.7447360274156241,0.8891366785955198,0.0014169963170469792,0.007616139579230851,0.19570665059246156,0.8522161625522906
synthetic_high_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.05}",10,"0.9745 (0.9655, 0.9820)","0.9744 (0.9668, 0.9820)","0.6397 (0.6179, 0.6643)","0.0175 (0.0088, 0.0281)","0.0875 (0.0606, 0.1182)","0.2569 (0.2269, 0.2900)","0.6344 (0.6104, 0.6605)","0.0170 (0.0071, 0.0282)","0.5872 (0.5743, 0.6018)","0.0087 (0.0025, 0.0169)",0.03987193860194758,0.11032526700538893,0.04298124401302484,0.12009465238933412,0.3519680108373344,0.42836416822838375,0.24491371844129867,0.6054981460200438,0.6814805281744638,0.8204395006877949,0.22183642569518996,0.28547802323069527,0.15835207286454234,0.2425490286803234,0.8347900833037495,0.931161606057857,0.5905769764228603,0.7077907274686188,0.3370516723942846,0.8522161625522906
synthetic_high_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.1}",10,"0.9685 (0.9605, 0.9760)","0.9683 (0.9601, 0.9760)","0.6444 (0.6211, 0.6698)","0.0194 (0.0112, 0.0287)","0.0900 (0.0612, 0.1244)","0.2731 (0.2332, 0.3231)","0.6355 (0.6113, 0.6599)","0.0135 (0.0071, 0.0206)","0.5931 (0.5752, 0.6129)","0.0131 (0.0050, 0.0225)",0.0026127356076594455,0.01489259296365884,0.0022829412585407584,0.012757612915374828,0.10580188850005762,0.1604917535701357,0.11920018449171217,0.41399738645327416,0.8943838623037245,0.9584864599432404,0.13683424240915978,0.19181228623426863,0.15923165387282512,0.2427123267770247,0.7536337961839018,0.8891366785955198,0.9956892134740555,0.9956892134740555,0.8498961967225432,0.9685873964486025
synthetic_high_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",10,"0.9640 (0.9560, 0.9730)","0.9640 (0.9553, 0.9720)","0.6464 (0.6241, 0.6679)","0.0138 (0.0069, 0.0219)","0.0938 (0.0687, 0.1238)","0.2806 (0.2481, 0.3163)","0.6375 (0.6092, 0.6661)","0.0136 (0.0060, 0.0217)","0.6092 (0.5919, 0.6261)","0.0081 (0.0000, 0.0181)",0.0012950018739261886,0.009226888351724093,0.0012392852897371587,0.008614544087197322,0.12319090186254862,0.1824619961549069,0.7572147583502173,0.887671233571603,0.8352410717366131,0.9267339099833799,0.018253121651365698,0.03219932695802713,0.1189885134945738,0.19749409884282687,0.6625094027662873,0.8361509801042255,0.16091086059496618,0.2776154408066999,0.334489797531534,0.8522161625522906
synthetic_high_medium,GraphSAGE,edge_sparsification,"{""rate"": 0.3}",10,"0.9560 (0.9475, 0.9645)","0.9562 (0.9480, 0.9652)","0.6623 (0.6373, 0.6826)","0.0187 (0.0081, 0.0313)","0.0900 (0.0637, 0.1194)","0.3012 (0.2719, 0.3400)","0.6624 (0.6408, 0.6840)","0.0160 (0.0060, 0.0277)","0.6146 (0.5975, 0.6312)","0.0094 (0.0019, 0.0168)",2.5588242922367914e-05,0.0004557905770546785,3.907497960467798e-05,0.0006133620091816211,0.006002720699684503,0.012650028857053247,0.2860382304566189,0.6179845841713999,0.8732268487093092,0.950655982456956,0.0021531484057243787,0.0048292042814103925,0.0018667450193466262,0.00523355300066822,0.968853400242111,0.9877886458494486,0.09805898358947301,0.1888989009024204,0.4107446490391782,0.8522161625522906
synthetic_high_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.01}",10,"0.9810 (0.9730, 0.9880)","0.9808 (0.9715, 0.9879)","0.6330 (0.6131, 0.6552)","0.0150 (0.0075, 0.0250)","0.0844 (0.0625, 0.1081)","0.2494 (0.2193, 0.2844)","0.6229 (0.5996, 0.6492)","0.0126 (0.0037, 0.0221)","0.5767 (0.5582, 0.6008)","0.0181 (0.0069, 0.0287)",0.5086464915963445,0.6425651866069595,0.6029442673301019,0.7250595619792364,0.13428706900602685,0.19703803583127305,0.34090083114913283,0.6589208148677645,0.11057664777461466,0.31358884275037296,0.9989821292154092,0.9989821292154092,0.35872619313152354,0.4793192538012697,0.6203844412175551,0.8210457628940944,0.20823734327605525,0.3395697127510766,0.5298074778440222,0.909267097879788
synthetic_high_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.03}",10,"0.9820 (0.9735, 0.9890)","0.9817 (0.9737, 0.9888)","0.6274 (0.6074, 0.6492)","0.0175 (0.0094, 0.0275)","0.0825 (0.0625, 0.1044)","0.2381 (0.2069, 0.2819)","0.6172 (0.5947, 0.6427)","0.0112 (0.0024, 0.0202)","0.5730 (0.5525, 0.5906)","0.0169 (0.0063, 0.0275)",0.39936135904543396,0.5525145015919839,0.4480912751706855,0.5967570720731091,0.010732200633538367,0.020801919746487946,0.036545748038697014,0.2468409870021658,0.11085465460283885,0.31358884275037296,0.2936978714637047,0.3674148670900529,0.04011384783843371,0.0775890709439231,0.5310139948281702,0.767596849063765,0.13263265388902884,0.2396110940134589,0.6407301905317566,0.9138751171333527
synthetic_high_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.1}",10,"0.9820 (0.9720, 0.9900)","0.9817 (0.9736, 0.9893)","0.6161 (0.5962, 0.6386)","0.0250 (0.0125, 0.0394)","0.0800 (0.0606, 0.1037)","0.2169 (0.1838, 0.2600)","0.6044 (0.5806, 0.6290)","0.0112 (0.0023, 0.0222)","0.5689 (0.5467, 0.5909)","0.0131 (0.0037, 0.0256)",0.5337858366853896,0.6517352167888407,0.5797104109394753,0.7030530515648956,0.00044808110119235817,0.0012207104102169499,0.04442954236586431,0.26238578793425527,0.060686291719522785,0.24451817280763558,0.01710017311747899,0.030335900332702847,0.0016104044295022122,0.00463914670517151,0.4862199762725903,0.7449698843925718,0.1385593241329886,0.24720243055544558,0.8467032125430143,0.9685873964486025
synthetic_high_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.3}",10,"0.9805 (0.9715, 0.9880)","0.9800 (0.9708, 0.9882)","0.6030 (0.5841, 0.6235)","0.0238 (0.0119, 0.0369)","0.0781 (0.0531, 0.1100)","0.1919 (0.1625, 0.2250)","0.5858 (0.5591, 0.6112)","0.0148 (0.0059, 0.0256)","0.5645 (0.5474, 0.5842)","0.0112 (0.0044, 0.0187)",0.895072258238311,0.9344160937652698,0.9978865808604443,0.9978865808604445,0.00029379258293218285,0.0008621576732776206,0.05426930204289782,0.3033266346326253,0.046924059168347236,0.21093979946074892,0.00011436936594521376,0.00038615033233115184,0.00021467064975979697,0.0009239458671090545,0.8543813481735895,0.9416245140082166,0.043918420997448665,0.10368709919698406,0.6442797934620776,0.9138751171333527
synthetic_high_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",10,"0.9765 (0.9675, 0.9860)","0.9762 (0.9671, 0.9851)","0.5759 (0.5572, 0.5982)","0.0181 (0.0094, 0.0275)","0.0756 (0.0544, 0.1000)","0.1556 (0.1294, 0.1882)","0.5605 (0.5338, 0.5870)","0.0146 (0.0061, 0.0264)","0.5538 (0.5369, 0.5720)","0.0069 (0.0000, 0.0150)",0.33280370480363347,0.5071470098409604,0.29529346590351396,0.4598832665710464,5.7981536915067795e-06,3.3438006565942676e-05,0.10841498223269391,0.4062590695125391,0.055278297778681956,0.2345592635473802,1.3589211371719177e-07,1.12289799229469e-06,2.0424600785739785e-06,1.8307211146849204e-05,0.74795243483984,0.8891366785955198,0.005359942317232121,0.020035974852510546,0.3134562020665402,0.8522161625522906
