dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,loss_attack_auc,loss_attack_acc,loss_attack_tpr01,loss_attack_tpr05,loss_attack_adv,ece_test,actual_dp_epsilon,dp_delta,dp_clip_norm,dp_noise_multiplier,lambda_epsd,epsd_ablation,model_sha256,prediction_sha256,normal_loss_ep1,epsd_kl_loss_ep1,total_loss_ep1,normal_loss_final,epsd_kl_loss_final,total_loss_final
Cora,GCN,dropedge,"{""rate"": 0.5}",123,0.81,0.00144,0.0,0.8716,0.8623,0.9797,0.0236,0.0643,0.0195,0.0474,0.0041,0.5776,0.5531,0.0019,0.0563,0.1356,0.5901,0.5605,0.0083,0.0656,0.1487,0.5864,0.5651,0.012,0.0693,0.156,0.5666,0.5405,0.0,0.0,0.124,0.6075,0.5901,0.5605,0.0083,0.0656,0.1487,0.0173,,,,,0.0,none,fb472af08ae38fc6b6787d17e0de089caab683844156357c53babdd4ce2a9394,a4a46bb8be2c51f9c6804f5ef8b126d73e74bab8e878455a2a6a9dd93633dbb1,1.9671,0.0,1.9671,0.1753,0.0,0.1753
Cora,GCN,dropedge,"{""rate"": 0.5}",456,0.81,0.00144,0.0,0.8775,0.8688,0.9832,0.03,0.078,0.017,0.0396,0.013,0.5774,0.5614,0.0018,0.0517,0.1333,0.5687,0.5466,0.0037,0.0572,0.1274,0.5676,0.5559,0.0037,0.0554,0.1173,0.5778,0.5535,0.0,0.0,0.122,0.618,0.5687,0.5466,0.0037,0.0572,0.1274,0.0206,,,,,0.0,none,358e9e5f5e34dddb4832ac806662db6b6c8deb9e911f03f1be29ebb202c64c4f,9c77ad6da2841075bdf2f8a955e3a09c68c877c0481d99586cc49156c1c761e6,1.9802,0.0,1.9802,0.1861,0.0,0.1861
Cora,GCN,dropedge,"{""rate"": 0.5}",789,0.81,0.00144,0.0,0.8812,0.8696,0.9861,0.0231,0.0589,0.0183,0.0419,0.0048,0.5715,0.5633,0.0072,0.0592,0.1346,0.5786,0.5549,0.0065,0.0674,0.1293,0.5794,0.5466,0.0065,0.0674,0.1274,0.554,0.542,0.0,0.0,0.089,0.6435,0.5786,0.5549,0.0065,0.0674,0.1293,0.019,,,,,0.0,none,c7cea0e8c629dbeaf280e2f52da87a6db16fe8d66a0100410b162b14bb2872a1,868632a482afff9c212baa555587f17ff4a366bf4f2b1116a019007e54142877,1.9544,0.0,1.9544,0.1955,0.0,0.1955
Cora,GCN,dropedge,"{""rate"": 0.5}",1024,0.81,0.00144,0.0,0.8598,0.8483,0.9831,0.0271,0.0725,0.0182,0.0462,0.0089,0.5634,0.5577,0.0149,0.0429,0.1248,0.5733,0.5429,0.0129,0.0499,0.1302,0.5738,0.5582,0.0129,0.0536,0.1357,0.5663,0.556,0.0,0.0,0.112,0.604,0.5733,0.5429,0.0129,0.0499,0.1302,0.0243,,,,,0.0,none,68a02c0257c77669d09f573cb19f02bd983fc02df82ce38a98020720b3f2b170,34fc50393a928766cb3d44462709540bc536b4a15e4d42d143d8291e07c74c3e,1.9596,0.0,1.9596,0.1686,0.0,0.1686
Cora,GCN,dropedge,"{""rate"": 0.5}",2024,0.81,0.00144,0.0,0.8819,0.8743,0.9829,0.0274,0.0718,0.0181,0.0412,0.0093,0.5782,0.5605,0.0036,0.0455,0.1307,0.5709,0.5466,0.0018,0.0416,0.1339,0.5862,0.5665,0.0129,0.0683,0.1376,0.5687,0.542,0.0,0.0,0.111,0.6035,0.5709,0.5466,0.0018,0.0416,0.1339,0.0167,,,,,0.0,none,8ef89c47e55ebbca4412dc1b4d9f3f6c13778cc87b9a9ffa21556f62370b1025,433a708996e4ec70a980a17e67c9ef78d0a7cda6b05103cd616f17c0b1ca4c39,1.9495,0.0,1.9495,0.1885,0.0,0.1885
Cora,GCN,dropedge,"{""rate"": 0.5}",3141,0.81,0.00144,0.0,0.8686,0.8568,0.9796,0.0262,0.0743,0.0189,0.0476,0.0073,0.5825,0.566,0.0259,0.0795,0.1474,0.5788,0.554,0.0194,0.0702,0.1302,0.5786,0.5614,0.012,0.06,0.1357,0.5367,0.52,0.0,0.0,0.079,0.5905,0.5788,0.554,0.0194,0.0702,0.1302,0.0216,,,,,0.0,none,81ca1c0ff6bc67464584f9c99d5c39357e4d4ba6c81bcd9bcfe0a04283ad5c9e,5b2772870fc4148ad12cc57e8e909c239124334cdbc6aa0bc2460e6adcdff499,1.9519,0.0,1.9519,0.1775,0.0,0.1775
Cora,GCN,dropedge,"{""rate"": 0.5}",5000,0.81,0.00144,0.0,0.8731,0.8655,0.9817,0.025,0.0605,0.0187,0.0466,0.0064,0.5791,0.5614,0.0131,0.043,0.1379,0.5596,0.5365,0.012,0.0489,0.1053,0.5616,0.5476,0.0055,0.0619,0.1127,0.5374,0.528,0.0,0.0,0.063,0.597,0.5596,0.5365,0.012,0.0489,0.1053,0.0182,,,,,0.0,none,b4ad0e1c27f015d0336da61e589ddba3db2fc74bc571f7cf0ac80fe5b5e0314f,6a1efc9a656ee9d29f2f69de67f301d632ee68f949fa2a9ec9be4eed8d8dec5b,1.9241,0.0,1.9241,0.2014,0.0,0.2014
Cora,GCN,dropedge,"{""rate"": 0.5}",7777,0.81,0.00144,0.0,0.8598,0.8514,0.9811,0.0247,0.0588,0.0184,0.0476,0.0064,0.585,0.5679,0.0181,0.069,0.163,0.5877,0.5522,0.0185,0.0757,0.1422,0.5889,0.5623,0.0185,0.0766,0.1459,0.5514,0.531,0.0,0.0,0.089,0.611,0.5877,0.5522,0.0185,0.0757,0.1422,0.0175,,,,,0.0,none,0dd503f36b8be91c1fa358ae913cfa52d8935df00c973fecbb1d57cd454f6783,a4157763826d28c7f0ca3a353dc292085c66d08f5033c8623a22660c5977a472,1.9335,0.0,1.9335,0.1787,0.0,0.1787
Cora,GCN,dropedge,"{""rate"": 0.5}",9999,0.81,0.00144,0.0,0.8745,0.8698,0.9823,0.0294,0.0735,0.0185,0.0468,0.0109,0.5965,0.5512,0.0189,0.0586,0.1518,0.5858,0.5559,0.0111,0.0665,0.1311,0.57,0.5596,0.0065,0.0526,0.1357,0.5623,0.5415,0.0,0.0,0.096,0.586,0.5858,0.5559,0.0111,0.0665,0.1311,0.0133,,,,,0.0,none,6f552dfbdc4281c7299ba34b5c6d7815747c9e78b6e1adff567b953f9175f65f,f38f9f2cec76883e3bd7cc55a741f302b83f11e177fad2dd02ba9b8b302c51ab,1.9531,0.0,1.9531,0.1912,0.0,0.1912
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",42,0.81,0.00144,0.0,0.8679,0.8621,0.9818,0.031,0.0987,0.0214,0.0578,0.0096,0.5667,0.5725,0.0093,0.0556,0.1618,0.5654,0.5365,0.0065,0.0434,0.1431,0.5741,0.5642,0.0111,0.0582,0.1477,0.5243,0.5065,0.0,0.0,0.079,0.5985,0.5654,0.5365,0.0065,0.0434,0.1431,0.0367,,,,,0.0,none,da6af5649e30b89df903844b8c86d712ef28532c0c80edf70b7ffd0c2025907a,077279a9b58de747e7089669e976273037608a8a8c3842e1e7f506a7fde832ed,1.9693,0.0,1.9693,0.1658,0.0,0.1658
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",123,0.81,0.00144,0.0,0.8635,0.858,0.9765,0.0294,0.104,0.0226,0.0541,0.0067,0.5733,0.5596,0.0,0.0563,0.1658,0.584,0.5494,0.0065,0.0619,0.1717,0.5893,0.5817,0.0092,0.0425,0.1745,0.5599,0.5365,0.0,0.0,0.092,0.577,0.584,0.5494,0.0065,0.0619,0.1717,0.0297,,,,,0.0,none,7151475f58ccc938af1846a5b2cc9e45ba11e9de4d43b26cf036d970cc7caa35,e2c09b726785590a81f4c6725d397210a865f4c2ca8d21a35651004c1b8e6f58,1.9645,0.0,1.9645,0.171,0.0,0.171
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",456,0.81,0.00144,0.0,0.8672,0.8582,0.9827,0.0361,0.1107,0.0195,0.0456,0.0166,0.5845,0.578,0.0295,0.0849,0.1647,0.5613,0.5439,0.0055,0.0434,0.1505,0.5636,0.5725,0.0139,0.0489,0.157,0.5545,0.533,0.0,0.0,0.096,0.595,0.5613,0.5439,0.0055,0.0434,0.1505,0.0227,,,,,0.0,none,8554c4ca476a23ba413d3a7315cdca466cbf1bdd25f6b6b0be7ac4531f1b7613,69dde994e3eda738391f68ce204a18850476f537ad9083a0866ec3bf26bb37e0,1.9651,0.0,1.9651,0.1753,0.0,0.1753
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",789,0.81,0.00144,0.0,0.8679,0.8522,0.9843,0.0266,0.0744,0.0215,0.0524,0.0051,0.5873,0.5614,0.0251,0.0718,0.1429,0.5723,0.5512,0.0065,0.06,0.1311,0.5627,0.5605,0.0083,0.0637,0.1339,0.5381,0.5255,0.0,0.0,0.065,0.619,0.5723,0.5512,0.0065,0.06,0.1311,0.0153,,,,,0.0,none,ee52add7bfd29f8a7050515e3f672e714a07ff0d69627384aca65282dcc53e95,72fac965443978bb7e988b9c55f93f133ba68ed5b837a265224f8ca8af9ed9b4,1.9571,0.0,1.9571,0.1795,0.0,0.1795
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",1024,0.81,0.00144,0.0,0.8613,0.8489,0.981,0.0324,0.1148,0.0207,0.0507,0.0117,0.5885,0.5725,0.0112,0.0933,0.1624,0.5658,0.5374,0.0111,0.0369,0.1597,0.5965,0.5817,0.0092,0.0683,0.1764,0.5577,0.534,0.0,0.0,0.105,0.602,0.5658,0.5374,0.0111,0.0369,0.1597,0.0319,,,,,0.0,none,81ef2aa9ce1c8fd9cbf54013c4b61f3661bccce153ba8692573ed7afa455b9a1,988247c800c477c8455917a5ce29c8a6170af1d0f29466eb4c2336d6898160fa,1.9539,0.0,1.9539,0.1641,0.0,0.1641
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",2024,0.81,0.00144,0.0,0.8878,0.88,0.9819,0.0309,0.1014,0.0216,0.0528,0.0093,0.5772,0.5743,0.0091,0.0328,0.146,0.5606,0.5319,0.0037,0.0416,0.144,0.5917,0.5693,0.0092,0.0609,0.1736,0.5575,0.537,0.0,0.0,0.101,0.5795,0.5606,0.5319,0.0037,0.0416,0.144,0.0248,,,,,0.0,none,a75fee3b5d90c99c2c9e361c226ad1845d9735790a822c85582e69123d92ce3f,017c954fdf6c796ba5079501bdea8ddd4fe0c51f28edee8b5092628b7cdc5ec2,1.9447,0.0,1.9447,0.1602,0.0,0.1602
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",3141,0.81,0.00144,0.0,0.876,0.8633,0.9782,0.0328,0.1091,0.0217,0.0552,0.011,0.5644,0.5716,0.0166,0.0702,0.1512,0.5648,0.5392,0.0139,0.0646,0.1404,0.5824,0.5679,0.0055,0.0342,0.144,0.5249,0.51,0.0,0.0,0.071,0.5795,0.5648,0.5392,0.0139,0.0646,0.1404,0.0311,,,,,0.0,none,72ea1f8c09a4b81201b02e5c039855c65966f1bf61fcbd6e4cfaab9bf4772a91,86301f301e5f54d243591426a0b5bc602c2efc8654b97c877d3ac7e9cba6e8e1,1.9471,0.0,1.9471,0.1624,0.0,0.1624
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",5000,0.81,0.00144,0.0,0.8716,0.8638,0.9791,0.033,0.1012,0.0222,0.058,0.0108,0.5739,0.5734,0.0112,0.0729,0.1589,0.5558,0.5272,0.0129,0.0434,0.1293,0.5713,0.5637,0.0111,0.0572,0.132,0.5363,0.5185,0.0,0.0,0.08,0.6315,0.5558,0.5272,0.0129,0.0434,0.1293,0.0225,,,,,0.0,none,254b8136671cf9a21f2dbbe2835dc7773686821224df5853af4c9db7a4cb683f,914bb045e5d188f91be3b08afe433f95ef26842e4a2c64fc416373f04e7873d0,1.9288,0.0,1.9288,0.1813,0.0,0.1813
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",7777,0.81,0.00144,0.0,0.8605,0.8484,0.9806,0.0297,0.0887,0.0216,0.0603,0.0081,0.5766,0.5817,0.0054,0.0345,0.1567,0.5755,0.5448,0.0129,0.0665,0.1542,0.571,0.572,0.0083,0.0332,0.156,0.542,0.5175,0.0,0.0,0.105,0.5785,0.5755,0.5448,0.0129,0.0665,0.1542,0.027,,,,,0.0,none,a1f2570196f89b157ca1e93692a2f03c3d546a5d6cca3417fcbc053a6e03b389,47829d5471378e86974e33ce46413d391194c44243560918b5679b35420d28ae,1.9322,0.0,1.9322,0.1613,0.0,0.1613
Cora,GCN,label_smoothing,"{""alpha"": 0.01}",9999,0.81,0.00144,0.0,0.8753,0.8688,0.9812,0.0366,0.1134,0.0224,0.0603,0.0142,0.5964,0.5826,0.0246,0.0699,0.1842,0.582,0.5429,0.0129,0.0471,0.1653,0.5885,0.5776,0.0092,0.0582,0.1727,0.5485,0.526,0.0,0.0,0.107,0.619,0.582,0.5429,0.0129,0.0471,0.1653,0.0221,,,,,0.0,none,c5387c0ca57fcc38ade2500ba9e26fe74efc43de144bb00cbbc78049776e88f9,a6298e458e37aab78a07a74af8d999fc740f287d9dd9cba5760a36d63a63c651,1.9419,0.0,1.9419,0.1658,0.0,0.1658
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",42,0.81,0.00144,0.0,0.8686,0.8636,0.9813,0.0345,0.0841,0.0232,0.053,0.0114,0.5804,0.5771,0.0259,0.0796,0.1618,0.5693,0.5402,0.0037,0.0351,0.1496,0.5978,0.5628,0.0102,0.0609,0.1773,0.529,0.5105,0.0,0.0,0.083,0.6255,0.5693,0.5402,0.0037,0.0351,0.1496,0.0249,,,,,0.0,none,8e59ffa1187a8e078b8de0591f2aa7044cfc1e70f7aa337a03ae2ef61b4aae32,233f83f244306f5d6c1dae2b2e483911a3bf507b284d478307090f2ba90c0d8d,1.9685,0.0,1.9685,0.3729,0.0,0.3729
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",123,0.81,0.00144,0.0,0.8679,0.8606,0.9755,0.0309,0.0816,0.024,0.0515,0.0069,0.5844,0.5789,0.0,0.0319,0.1676,0.5925,0.5568,0.0037,0.0462,0.1828,0.6217,0.5882,0.0148,0.0729,0.1921,0.5536,0.5335,0.0,0.0,0.089,0.605,0.5925,0.5568,0.0037,0.0462,0.1828,0.0368,,,,,0.0,none,81a9080597dcb1565ecf8a5330566cf952043324efe6a930eb049f1f361c080c,61834ccc77c58362a2bf158855f63fae3459214ed184aaa59f66b52e5e35421d,1.9639,0.0,1.9639,0.3751,0.0,0.3751
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",456,0.81,0.00144,0.0,0.8672,0.8583,0.9807,0.038,0.0941,0.0217,0.0459,0.0162,0.5869,0.5743,0.0111,0.0775,0.1721,0.5659,0.5512,0.0055,0.0314,0.156,0.622,0.5729,0.0166,0.0914,0.1699,0.5595,0.537,0.0,0.0,0.111,0.6235,0.5659,0.5512,0.0055,0.0314,0.156,0.0316,,,,,0.0,none,e42ce9531465962b81304b3bb07cc077be33de9297077d460d7ac708122fdfdb,528e503a4f9b1ccadc97f178b8ebe8901ed1bef55e9ef2399d9bfdbfd53fd0eb,1.9645,0.0,1.9645,0.3788,0.0,0.3788
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",789,0.81,0.00144,0.0,0.8731,0.8582,0.9836,0.0304,0.0703,0.0233,0.0493,0.0072,0.5794,0.5697,0.0072,0.0467,0.151,0.5805,0.5614,0.0046,0.0434,0.144,0.5835,0.5725,0.012,0.0619,0.1579,0.5347,0.522,0.0,0.0,0.064,0.636,0.5805,0.5614,0.0046,0.0434,0.144,0.0462,,,,,0.0,none,ac21a813adc7a38bb7b93f347dc176347c9b450862a13baedc850e7f11283bb6,024fabdb393850eabd802068929973769b638bce3186ac9c3966d7d775edab59,1.9567,0.0,1.9567,0.385,0.0,0.385
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",1024,0.81,0.00144,0.0,0.8568,0.8437,0.9796,0.0339,0.0872,0.023,0.0503,0.0109,0.6033,0.5799,0.0205,0.0765,0.1696,0.5724,0.5466,0.0046,0.036,0.1745,0.6246,0.5937,0.0102,0.0785,0.2059,0.5618,0.5405,0.0,0.0,0.113,0.632,0.5724,0.5466,0.0046,0.036,0.1745,0.0279,,,,,0.0,none,1ac4efac60865d48a98ca069c39cb643cb162f0013cc96e2460f1f860d77919d,80067b20e8a3c9dcd107ddca48b598c7d7d9ebeea81ac47b1342c394bb44b414,1.9537,0.0,1.9537,0.3707,0.0,0.3707
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",2024,0.81,0.00144,0.0,0.8827,0.8751,0.9805,0.0338,0.0847,0.0235,0.0509,0.0102,0.6065,0.5734,0.0073,0.0692,0.152,0.5674,0.5457,0.0028,0.0277,0.1514,0.6161,0.5951,0.0129,0.0646,0.1994,0.5599,0.5355,0.0,0.0,0.113,0.606,0.5674,0.5457,0.0028,0.0277,0.1514,0.044,,,,,0.0,none,9902fa53e0c59b13a61a0d46b453dae93d5b9020f83172eb285d77161967f0a8,b70becb9452a20099aa0230efac8585a8763aac10dad408ede10f74fcccc577d,1.9448,0.0,1.9448,0.3678,0.0,0.3678
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",3141,0.81,0.00144,0.0,0.8694,0.8578,0.9748,0.0355,0.0917,0.0237,0.0524,0.0118,0.5755,0.5669,0.0074,0.0444,0.1584,0.5754,0.5522,0.0055,0.0416,0.1551,0.6165,0.5836,0.0065,0.0656,0.1819,0.5289,0.516,0.0,0.0,0.061,0.597,0.5754,0.5522,0.0055,0.0416,0.1551,0.033,,,,,0.0,none,e66f98f9c7cbe43393afcd2155669a8d0aab1fa71d4fcdb0f3c7ff9bcc566128,8c001244eac767db34b24b84d26b9d5290c5a8a2e5834dc118e9387c93062709,1.9472,0.0,1.9472,0.3676,0.0,0.3676
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",5000,0.81,0.00144,0.0,0.8753,0.8665,0.9781,0.0347,0.0846,0.0236,0.0558,0.0112,0.5933,0.5669,0.0093,0.0841,0.1561,0.5641,0.5402,0.0083,0.0379,0.1339,0.5944,0.5766,0.0139,0.0683,0.1616,0.5437,0.5275,0.0,0.0,0.077,0.643,0.5641,0.5402,0.0083,0.0379,0.1339,0.0419,,,,,0.0,none,5ae907908e991acc9637464a1e5222a8ec7238d16d5963445ce003d23b7ffc91,965c4c7b5bd3445a4075f931ede0e4ae0bc03f478aee557c22351526de2ccbcb,1.9296,0.0,1.9296,0.385,0.0,0.385
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",7777,0.81,0.00144,0.0,0.8613,0.8502,0.9799,0.0343,0.0773,0.0222,0.0531,0.0121,0.6311,0.5771,0.0327,0.0871,0.2018,0.582,0.5531,0.0092,0.0508,0.1588,0.6177,0.5766,0.0083,0.0886,0.169,0.5414,0.515,0.0,0.0,0.087,0.6085,0.582,0.5531,0.0092,0.0508,0.1588,0.0297,,,,,0.0,none,90c223c6cdd7f3a6a902a5f1441ebaa619755e3dc4411e1cbdca308d1516909e,ae12687589d8b9d4a6b82d42ba4a955d56e31823308159f581e98496b238710a,1.9329,0.0,1.9329,0.3662,0.0,0.3662
Cora,GCN,label_smoothing,"{""alpha"": 0.05}",9999,0.81,0.00144,0.0,0.8753,0.8685,0.9798,0.0379,0.0918,0.0237,0.0541,0.0141,0.6244,0.5882,0.0113,0.0794,0.1953,0.5855,0.5568,0.0102,0.0369,0.1754,0.6108,0.5849,0.0111,0.0693,0.1828,0.5461,0.521,0.0,0.0,0.11,0.642,0.5855,0.5568,0.0102,0.0369,0.1754,0.0432,,,,,0.0,none,7f8a3533cc27d0cd9f5d59e831fbfbf207db3fb99e4c8a3978b5e1cb642aa47c,78342841309873a1972813d2ae7dcc88d48db782239baf20c3ae05e2c3f0faff,1.9422,0.0,1.9422,0.3705,0.0,0.3705
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",42,0.81,0.00144,0.0,0.8672,0.8619,0.9807,0.0357,0.0772,0.0228,0.0492,0.0129,0.6032,0.5753,0.0204,0.0852,0.1618,0.5726,0.5531,0.0046,0.0277,0.1542,0.6224,0.5877,0.0157,0.1108,0.1902,0.5285,0.505,0.0,0.0,0.094,0.64,0.5726,0.5531,0.0046,0.0277,0.1542,0.076,,,,,0.0,none,31e2c4c72f83cb8e81b9c9107ae633d7be34961c46e3590b9cfb11aa919575c7,c8e4e492d58f7ebc699426b4c57c49b648db1ace4b7bfe3b2dee3e0ccf0cb5bf,1.9675,0.0,1.9675,0.5674,0.0,0.5674
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",123,0.81,0.00144,0.0,0.8738,0.8646,0.9749,0.0312,0.0705,0.0233,0.0479,0.0079,0.5895,0.5845,0.0019,0.0319,0.1817,0.5975,0.5669,0.0065,0.036,0.193,0.6405,0.6034,0.0148,0.0914,0.2151,0.5627,0.5395,0.0,0.0,0.103,0.6325,0.5975,0.5669,0.0065,0.036,0.193,0.0979,,,,,0.0,none,774fb8125c128cff774b1f34fc8525dae1f7d979094667f58e18f22bc187bf1a,fb331f67c785152e5f10d8c255d321c31c4982754a0354b5f63081279487cf3c,1.9632,0.0,1.9632,0.5697,0.0,0.5697
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",456,0.81,0.00144,0.0,0.8686,0.8597,0.9795,0.0377,0.0845,0.0217,0.0446,0.0159,0.6429,0.5845,0.0314,0.1402,0.2004,0.5695,0.5549,0.0028,0.0314,0.1625,0.6397,0.5882,0.0185,0.096,0.1994,0.5598,0.537,0.0,0.0,0.111,0.6425,0.5695,0.5549,0.0028,0.0314,0.1625,0.0888,,,,,0.0,none,a31e5f12a404ad139a73a1d3069397cc3bb4d06e6f53bec5e2224876b3c7faf5,922754548041554a37076e824920c118df4752ed5e59f38eab9b0f31387dc421,1.9637,0.0,1.9637,0.573,0.0,0.573
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",789,0.81,0.00144,0.0,0.8708,0.8574,0.9828,0.0316,0.0673,0.0229,0.0461,0.0087,0.5869,0.5817,0.0072,0.0395,0.175,0.5853,0.5605,0.0046,0.0342,0.1551,0.6102,0.5877,0.024,0.0803,0.1902,0.54,0.5255,0.0,0.0,0.074,0.649,0.5853,0.5605,0.0046,0.0342,0.1551,0.0921,,,,,0.0,none,643011a847cdd6ee169e648d972044e2b7eeaa10474d06be8476e5d33f161a4a,ed2ae652ddca47e77257a3695f2ad8b1d65478efb3ef06faef40db5cdb3dceb9,1.9563,0.0,1.9563,0.5798,0.0,0.5798
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",1024,0.81,0.00144,0.0,0.8539,0.8397,0.9789,0.0337,0.0735,0.0228,0.0478,0.0109,0.6291,0.5808,0.0131,0.0672,0.1974,0.5766,0.5494,0.0037,0.0259,0.181,0.6326,0.6048,0.0129,0.0628,0.2271,0.5677,0.546,0.0,0.0,0.124,0.6425,0.5766,0.5494,0.0037,0.0259,0.181,0.0843,,,,,0.0,none,b5f112dae1b566bb60ded73f8ce095bcdb95d856ece74dbb608e08566f5a7d7c,cab1199d7c475cf31bac6c2ffd199def3b242e628183d2d0557c903696713c9b,1.9534,0.0,1.9534,0.5663,0.0,0.5663
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",2024,0.81,0.00144,0.0,0.8812,0.8715,0.9798,0.0339,0.0748,0.0232,0.0481,0.0108,0.6093,0.5762,0.0128,0.0401,0.2009,0.5721,0.5549,0.0028,0.0212,0.1579,0.6315,0.6006,0.0148,0.0637,0.2124,0.559,0.538,0.0,0.0,0.105,0.623,0.5721,0.5549,0.0028,0.0212,0.1579,0.0953,,,,,0.0,none,14d62346413b88cdd6dc61d72a35245f0fc6b1d8aea8b5b3ec7ab2a5f9c7db93,bbcf93b27ed1150ed14cd60b4a2a7c76e3044b34e25468fd2718df355be3fb4a,1.945,0.0,1.945,0.563,0.0,0.563
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",3141,0.81,0.00144,0.0,0.8723,0.8611,0.9728,0.0356,0.0815,0.0236,0.0495,0.012,0.5812,0.578,0.0129,0.0407,0.1656,0.5804,0.5586,0.0046,0.0342,0.1727,0.6394,0.603,0.012,0.084,0.2087,0.5322,0.52,0.0,0.0,0.062,0.612,0.5804,0.5586,0.0046,0.0342,0.1727,0.0817,,,,,0.0,none,5f864ae4aee6ecfae5c3d3b5623d661d9ebe0606f2327a60007b899bbfdaad0b,0b37f99a5d71c2e085c48b36bd2eca157ec63775be9a02614c3f2914d41323fc,1.9474,0.0,1.9474,0.5614,0.0,0.5614
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",5000,0.81,0.00144,0.0,0.8708,0.8622,0.9772,0.0345,0.075,0.023,0.0511,0.0116,0.6035,0.5679,0.0075,0.0841,0.1667,0.5706,0.5549,0.0074,0.0314,0.1524,0.6113,0.5983,0.0268,0.0813,0.2031,0.543,0.519,0.0,0.0,0.084,0.659,0.5706,0.5549,0.0074,0.0314,0.1524,0.0956,,,,,0.0,none,a1f1f8025d2c7808477241f788d129ac93cdbc66639790b1c366ea9c15896464,53b37ce6d80037e2e9b3a5405769ff42d83c68ecd2388a9ae299e2e9cbc4e74a,1.9306,0.0,1.9306,0.5795,0.0,0.5795
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",7777,0.81,0.00144,0.0,0.8576,0.8469,0.9796,0.0357,0.0717,0.0216,0.0487,0.014,0.6465,0.5863,0.0272,0.1071,0.218,0.5848,0.5568,0.0074,0.0425,0.1801,0.6308,0.5836,0.0148,0.0822,0.1994,0.5387,0.513,0.0,0.0,0.085,0.627,0.5848,0.5568,0.0074,0.0425,0.1801,0.0799,,,,,0.0,none,95e6b36f77818e258c57844834f454e74babf83a3ac6e91b8f31de9cd6c24645,0e57b674ac5bc32e9924b6e56445307e7a68554cab1ad4fa4537aeae4802e091,1.9337,0.0,1.9337,0.5619,0.0,0.5619
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",9999,0.81,0.00144,0.0,0.8768,0.8694,0.979,0.0376,0.0805,0.0232,0.049,0.0144,0.648,0.5826,0.0189,0.0851,0.2242,0.5884,0.5651,0.0092,0.0351,0.1828,0.6278,0.6011,0.0092,0.0656,0.2114,0.5501,0.524,0.0,0.0,0.109,0.6595,0.5884,0.5651,0.0092,0.0351,0.1828,0.1001,,,,,0.0,none,69035b834b6d2531a7715e0609c4f04b5071e90b62cc79c6ca4ae9e7254eff8d,1618c938e04db3b4c6b21b0fb70cb1a4327f35c8d92e36aca9c7faac6b0a90e3,1.9425,0.0,1.9425,0.566,0.0,0.566
Cora,GCN,label_smoothing,"{""alpha"": 0.2}",42,0.81,0.00144,0.0,0.8657,0.8605,0.9797,0.0321,0.0641,0.0196,0.0409,0.0125,0.6262,0.5854,0.0259,0.1148,0.2126,0.5767,0.5568,0.0037,0.0212,0.1745,0.6426,0.6043,0.0203,0.0886,0.2207,0.5352,0.5115,0.0,0.0,0.094,0.6465,0.5767,0.5568,0.0037,0.0212,0.1745,0.1652,,,,,0.0,none,419a84434e6e0d442a79e11d85f778e69bce87bfa8cd6b9333f5f45da131e420,e08f10bb5bc558a367fabee2e853d414389b161f93b81566b0aeda90b6db4539,1.9654,0.0,1.9654,0.8779,0.0,0.8779
